0,8668.83,2.67885,-2.97048,
1,8485.8,6.30121,-4.66711,
2,8477.97,4.40001,-5.28795,
3,8453.14,2.52845,-4.58276,
4,8423.1,3.37808,-5.11015,
5,8460.25,2.89396,-4.98514,
6,8502.37,3.06593,-5.16659,
7,8496.96,2.94856,-5.1236,
8,8502.58,2.82852,-5.08874,
9,8476.75,2.88683,-5.11122,
